url,transcript
https://dialpad.com/callhistory/callreview/5099739623440384?source=session-history%3Adays%3D0-180%26call_source%3Duv%26stat_filter%3Dcalls%26contact_restriction%3Dexternal%26analytics_category%3D%255B%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aparked%255C%2522%255D%2522%252C%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aunparked%255C%2522%255D%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Atransferred_from%2522%255D%26targets%3Do_182db_0-c_28b07_015c-d_7656d_ef-t_16eb0_0-m_182db_0,"Danny (1:27 PM): Last doctor we fix your pain. This is Danny.
William Guice (1:27 PM): Hey, how are you?
Danny (1:27 PM): I'm good. How are you doing?
William Guice (1:27 PM): Good, good, good. I've been talking to a couple of people there and I'm just trying to reach you guys since yesterday, voted voicemail various things. My name is bill guys and 7226 Doru.
Danny (1:27 PM): Mm-hmm.
William Guice (1:28 PM): And did I talk to you when it's also?
Danny (1:28 PM): I'm sorry.
William Guice (1:28 PM): Have I talked to you before?
Danny (1:28 PM): I don't, I don't believe so. What's going on?
William Guice (1:28 PM): Okay, I just and I talked to somebody there. I camera, I believe his name is Chris or something and he was arranged for installation on Monday and want, wanted to get a deposit and I tried to call back with a credit card but I haven't they have reached that person in.
Danny (1:28 PM): Mm-hmm.
William Guice (1:28 PM): Yeah, it was it was it. Yeah, it was chase, uh-huh.
Danny (1:28 PM): Okay. Yeah, let me see if I can get them connected here directly and then you guys can get that all taken care of.
William Guice (1:28 PM): Okay. So I am calling the right number with chase. Okay, alright, thank you.
Danny (1:28 PM): Mm-hmm of course. Yeah, give me one quick second.
William Guice (1:29 PM): Yeah.
Danny (1:29 PM): Okay, I mean, I can definitely get you all set up there for production of glass.
William Guice (1:29 PM): Yeah, and, and then give a $35 credit also.
Danny (1:29 PM): Sure. Gotcha. Yeah, for the assessment fee that gets applied. Yeah.
William Guice (1:30 PM): Yeah.
Danny (1:30 PM): Got it. Yeah, so for the half down we would just collect the even 200 there.
William Guice (1:30 PM): That'd be, so the, so the yeah, six gonna have second here, six it's.
Danny (1:30 PM): Yeah, so we're looking at 5, we're collecting 200. Yeah, so the remaining would be 166.
William Guice (1:31 PM): 12¢, okay. Alright, alright. Well anyway, I apologize, I tried, did try to call him back a couple of times and and it the offish. One and it goes to voice recording somewhere $4,147.
Danny (1:31 PM): Mm-hmm upon.
William Guice (1:31 PM): Yeah, hold on one second.
Danny (1:32 PM): Team will start the production of the glass and get you all taken care of as far as installation that does come from scheduling. So they'll reach out to you within the next couple of days for that estimated day of installation there and they'll coordinate that with you directly.
William Guice (1:32 PM): Yeah.
Danny (1:33 PM): Oh, for Monday. Okay, gotcha. I'll have chase shoot you a call to follow up with you so you guys can touch base there but I did want to just get the ball rolling on this for you, Mister guys.
William Guice (1:33 PM): Yeah.
Danny (1:33 PM): To."
https://dialpad.com/callhistory/callreview/6391064088002560?source=session-history%3Adays%3D0-180%26call_source%3Duv%26stat_filter%3Dcalls%26contact_restriction%3Dexternal%26analytics_category%3D%255B%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aparked%255C%2522%255D%2522%252C%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aunparked%255C%2522%255D%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Atransferred_from%2522%255D%26targets%3Do_182db_0-c_28b07_015c-d_7656d_ef-t_16eb0_0-m_182db_0,"Sumit Roy (12:39 PM): Correct, that's true.
Erin Smitherman (12:40 PM): Okay.
Sumit Roy (12:40 PM): And the installation charges.
Erin Smitherman (12:40 PM): Hold on sixty by thirty would be.
Sumit Roy (12:41 PM): Hold, hold on. Let me, let me tell you that the exact measurement up to this. Right, is fine.
Erin Smitherman (12:41 PM): Okay."
https://dialpad.com/callhistory/callreview/6437632069582848?source=session-history%3Adays%3D0-180%26call_source%3Duv%26stat_filter%3Dcalls%26contact_restriction%3Dexternal%26analytics_category%3D%255B%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aparked%255C%2522%255D%2522%252C%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aunparked%255C%2522%255D%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Atransferred_from%2522%255D%26targets%3Do_182db_0-c_28b07_015c-d_7656d_ef-t_16eb0_0-m_182db_0,"Erin Smitherman (1:28 PM): As this is Aaron.
Hurns Jenny (1:28 PM): Hey, Aaron, this is Jenny and I wasn't sure where, what prompt to so like, but I was just hope I was wanting to stop by and I just wanted to confirm your address Aaron. Is it still on midway road suite 121?
Erin Smitherman (1:28 PM): Yes, yeah, we're 2001 midway road suite 121 in Carrollton.
Hurns Jenny (1:28 PM): Oh.
Erin Smitherman (1:28 PM): You're welcome man. Bye-bye."
https://dialpad.com/callhistory/callreview/5883719062896640?source=session-history%3Adays%3D0-180%26call_source%3Duv%26stat_filter%3Dcalls%26contact_restriction%3Dexternal%26analytics_category%3D%255B%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aparked%255C%2522%255D%2522%252C%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aunparked%255C%2522%255D%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Atransferred_from%2522%255D%26targets%3Do_182db_0-c_28b07_015c-d_7656d_ef-t_16eb0_0-m_182db_0,"(817) 999-8946 (12:53 PM): Uh-huh.
Erin Smitherman (12:54 PM): Well, I mean either way, I mean, I would still want love to get someone out either way, you know, and take a look at it, cause you know, that's just too bad that, that's happened but.
(817) 999-8946 (12:54 PM): Yeah, yeah.
Erin Smitherman (12:54 PM): Yeah, and this is the only account pulling up under your name. I'm like, did somebody make a duplicate account or something but.
(817) 999-8946 (12:54 PM): Oh, yeah, no, there a reason too. Yeah, it got to be just under it's me, so.
Erin Smitherman (12:54 PM): Yeah."
https://dialpad.com/callhistory/callreview/5202013641228288?source=session-history%3Adays%3D0-180%26call_source%3Duv%26stat_filter%3Dcalls%26contact_restriction%3Dexternal%26analytics_category%3D%255B%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aparked%255C%2522%255D%2522%252C%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aunparked%255C%2522%255D%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Atransferred_from%2522%255D%26targets%3Do_182db_0-c_28b07_015c-d_7656d_ef-t_16eb0_0-m_182db_0,"Adam McNeil (12:36 PM): Fixture.
Guerra Cesar (12:36 PM): Well, you're breaking up. I don't know you can hear me? I'm Cesar from Dallas college. How are you?
Adam McNeil (12:36 PM): I'm good. How are you today?
Guerra Cesar (12:36 PM): Good, good, good. Hey.
Adam McNeil (12:36 PM): Gotcha, looks like the account managers on a call. What's a good name and phone number for you and I can have her reach out to get with you about that.
Guerra Cesar (12:36 PM): Okay, okay.
Adam McNeil (12:37 PM): Can, can I get a, get it. Yes, yes I'm ready.
Guerra Cesar (12:37 PM): 214 24 1011 please I know, answer the phone because or are under the building or doing something and just leave a message or, like.
Adam McNeil (12:37 PM): And you said our contract ends when?
Guerra Cesar (12:37 PM): The contract supposed to be my account. It says it's finished by this November. Hey, you guys has to renew the contract.
Adam McNeil (12:38 PM): Okay, I will let miss Taylor know.
Guerra Cesar (12:38 PM): Okeydokey, thank you.
Adam McNeil (12:38 PM): Alright! Thank you so much. You have a good one.
Guerra Cesar (12:38 PM): You too bye-bye.
Adam McNeil (12:38 PM): Bye."
https://dialpad.com/callhistory/callreview/6637997461323776?source=session-history%3Adays%3D0-180%26call_source%3Duv%26stat_filter%3Dcalls%26contact_restriction%3Dexternal%26analytics_category%3D%255B%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aparked%255C%2522%255D%2522%252C%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aunparked%255C%2522%255D%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Atransferred_from%2522%255D%26targets%3Do_182db_0-c_28b07_015c-d_7656d_ef-t_16eb0_0-m_182db_0,"Voicemail from: Stone Concepts (12:53 PM): Hello. Yeah, my name is Andy Pam and you know if we got, 7002 ship road you know, I have a 4:00 for the one in the bathroom I may not interested in during that done. So can you give me a call back and see they yeah, I can see the."
https://dialpad.com/callhistory/callreview/5737841614372864?source=session-history%3Adays%3D0-180%26call_source%3Duv%26stat_filter%3Dcalls%26contact_restriction%3Dexternal%26analytics_category%3D%255B%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aparked%255C%2522%255D%2522%252C%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aunparked%255C%2522%255D%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Atransferred_from%2522%255D%26targets%3Do_182db_0-c_28b07_015c-d_7656d_ef-t_16eb0_0-m_182db_0,"Seagoville TX (1:27 PM): Hi. Okay, so let's do this, let's do the laminated glass.
Brittany Watson (1:27 PM): You want to do Lami. Okay, and then were you wanting to go ahead and get that on schedule for today. Okay.
Seagoville TX (1:27 PM): Yeah, yeah, yeah, please, because as, as we talked before, I, I cannot leave the store open for, for over the night. Right? So, the only thing is, I'm not in Dallas, so can you, can you send me like a, a, a link to pay you through email or something like this because I, can, I have no way to pay you like in cash or credit card or anything like this because I'm not in Dallas.
Brittany Watson (1:27 PM): Right.
Seagoville TX (1:28 PM): Okay.
Brittany Watson (1:28 PM): If that works, let me. So what, so what I would probably need to do is, so I would go ahead and take that $100 deposit to get you on the schedule for today and then my specialist would get out there, they would go ahead and install it and then they would call you to collect the final balance.
Seagoville TX (1:28 PM): How would it be?
Brittany Watson (1:28 PM): So I can help process that $100 payment over the phone. I can do that either by credit card or ACH.
Seagoville TX (1:28 PM): Okay.
Brittany Watson (1:28 PM): Yeah, yeah, I can just put a note to just process that same account if that works for you, okay. Okay, awesome. Well let me let me go ahead and create a work order for you really quick. What is the address that we'd be coming out to?
Seagoville TX (1:29 PM): Yeah, I can do an ACH on both.
Brittany Watson (1:29 PM): Mm-hmm.
Seagoville TX (1:29 PM): The name of the business is amigo cash. Amigo like a friend in Spanish. Yeah.
Brittany Watson (1:29 PM): Cash.
Seagoville TX (1:29 PM): Yeah, it is, it is my, is my contact number exactly?
Brittany Watson (1:29 PM): Okay, perfect, and then what's the, oh, and then I, the email that you sent me earlier, is that a good email to have on file for you? Okay, perfect.
Seagoville TX (1:30 PM): Yeah.
Brittany Watson (1:30 PM): Alright, and then let me just get this finalized really quick and then would I be able to go ahead and get that banking information with you over the phone right now.
Seagoville TX (1:30 PM): I'm sorry, what?
Brittany Watson (1:30 PM): Would I be able to go ahead and get the banking information for you over the phone.
Seagoville TX (1:30 PM): Yeah. Can, can, can it be through mail? Because I have like a, a financial department and they will pay. It is not me, actually. I'm the commercial commercial manager. So, if you can send me the email with the information that you need, I'm gonna send it to, to them and they will respond to you.
Brittany Watson (1:30 PM): Yeah, yeah.
Seagoville TX (1:30 PM): Okay, that's perfect Britney.
Brittany Watson (1:30 PM): Alrighty, perfect. Thank you so much.
Seagoville TX (1:30 PM): Just, just, just one out first. The first payment will be $100 and then after is going to be the 874, right! Okay.
Brittany Watson (1:31 PM): Yes, uh-huh and I'll send, I'll send everything over to you so that you can see okay. Thank you. Bye.
Seagoville TX (1:31 PM): Okay. Alright, thank you."
https://dialpad.com/callhistory/callreview/4924666690125824?source=session-history%3Adays%3D0-180%26call_source%3Duv%26stat_filter%3Dcalls%26contact_restriction%3Dexternal%26analytics_category%3D%255B%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aparked%255C%2522%255D%2522%252C%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aunparked%255C%2522%255D%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Atransferred_from%2522%255D%26targets%3Do_182db_0-c_28b07_015c-d_7656d_ef-t_16eb0_0-m_182db_0,"Dakota Hill (1:19 PM): I talk to we fix your pains. This is Dakota.
Scott Wall (1:19 PM): Hey Dakota! I need to get a quote and some information. I'm just getting a rock chip repair what you guys charge to do that.
Dakota Hill (1:19 PM): Truck chip repair. So our in shop is $90 and our mobile is $150.
Scott Wall (1:20 PM): Okay, and if I did in shop can I just like swing by or do I need to make an appointment?
Dakota Hill (1:20 PM): So, the only shop that we can do a same day chip repair would be our Carrollton location. All the other shops are by appointment only. So, like Arlington Colleville. Didn't Infor or by appointment only.
Scott Wall (1:20 PM): Okay. Yeah, I'm in Plano I'd be closer to Carrollton, I guess.
Dakota Hill (1:20 PM): Yeah, yeah, so if you can get here today before 3:30 we can get you in. It takes about thirty minutes.
Scott Wall (1:20 PM): Okay, and see where are you?
Dakota Hill (1:20 PM): So, it's gonna be just off of belt line in midway. It's just north of belt line.
Scott Wall (1:20 PM): Okay, yeah I know where that is or Addison. Okay, okay cool I appreciate it. Thank you.
Dakota Hill (1:20 PM): Yeah, alright, you're very welcome sir. We'll see you have a good one.
Scott Wall (1:20 PM): Bye-bye."
https://dialpad.com/callhistory/callreview/6181101902217216?source=session-history%3Adays%3D0-180%26call_source%3Duv%26stat_filter%3Dcalls%26contact_restriction%3Dexternal%26analytics_category%3D%255B%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aparked%255C%2522%255D%2522%252C%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aunparked%255C%2522%255D%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Atransferred_from%2522%255D%26targets%3Do_182db_0-c_28b07_015c-d_7656d_ef-t_16eb0_0-m_182db_0,"Voicemail from: Stow Melissa (12:30 PM): Hello, this is Melissa. So I just wanted to confirm the appointment for next Wednesday morning, September whatever that is. The twenty fourth or fifth whatever that Wednesday is. If you can just please put me down on the calendar I'm off in out of pet stringing day. Thank you so much! 469 55 6115."
https://dialpad.com/callhistory/callreview/6422028897992704?source=session-history%3Adays%3D0-180%26call_source%3Duv%26stat_filter%3Dcalls%26contact_restriction%3Dexternal%26analytics_category%3D%255B%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aparked%255C%2522%255D%2522%252C%2522%255B%255C%2522call%253Ainbound%255C%2522%252C%255C%2522call%253Aunparked%255C%2522%255D%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Aanswered%2522%252C%2522call%253Atransferred_from%2522%255D%26targets%3Do_182db_0-c_28b07_015c-d_7656d_ef-t_16eb0_0-m_182db_0,"Erin Smitherman (1:15 PM): Fix your pains, this is Aaron.
Maha Chedid (1:15 PM): Hello. I just got an estimate for my window, one window. I need it and I have, it's under, it's fifty percent off because I replaced those windows already before they said fifty percent off when I got the email.
Erin Smitherman (1:15 PM): Okay.
Maha Chedid (1:15 PM): Because it's past, it's past the five years now it's the six years today, so they put fifty percent but last year I changed two. Okay, I replaced two with the fifty percent what, you know, the same thing. I replaced them in 201718 then I replaced them last year, two of them they did that fifty percent. They charge me $250 each window because they told me the original is $500. Okay.
Erin Smitherman (1:16 PM): Uh-huh.
Maha Chedid (1:16 PM): Last year.
Erin Smitherman (1:17 PM): Uh-huh.
Maha Chedid (1:17 PM): They already, he, yeah, no problem. They already sent me the estimate 59 line and I used to be, be 500 the wind the last year I bought two I replaced two after I purchase them in 201718. I purchased two. I because they bubbles after I purchased under four or five years they have bubble so they charge me 25050 percent of because it's pass the warranty. So, I years, ten years manufacturer, I think anyway, so they tell me $250 and now it's showing $316. They sent me the estimate it's not $250 like last year.
Erin Smitherman (1:18 PM): Mm-hmm.
Maha Chedid (1:18 PM): And then they did. Can you, can you transfer, can you bring somebody online? Who can talk to?
Erin Smitherman (1:18 PM): Yeah, yeah, let me, yeah, let me see if I can find someone who can discuss the warranty with you, give me one moment, okay?
Maha Chedid (1:20 PM): Yes.
Erin Smitherman (1:20 PM): Okay, so it looks like the one of our representatives from the warranty team he is busy on the line with another call right now. I'm gonna have to get this to him cause he was the one working on this for you. I'm gonna send him an urgent message.
Maha Chedid (1:20 PM): And then yes, and then the $75 they supposed to be deducted I paid two days ago, so they can come, they said it will go towards the window, I don't see it.
Erin Smitherman (1:20 PM): Okay, I will get this through to them and they will be reaching out to you, okay?
Maha Chedid (1:20 PM): Okay. Yeah, please mention, I Bo the $250 a window and there is $75 I paid two days ago for them to come.
Erin Smitherman (1:20 PM): Alright, Hon. Alright, I will get this through to the warranty team and have them take a look at it, okay?
Maha Chedid (1:20 PM): Okay, thank you. Bye.
Erin Smitherman (1:20 PM): You're welcome, bye-bye.
Maha Chedid (1:20 PM): Bye-bye, bye."
